用户id	房间id	直播id	上麦时间	下麦时间
12401347	12773	1569438118316364	2019-09-26 21:53:59	2019-09-26 23:54:31
12401269	13978	1569520636723728	2019-09-26 21:57:21	2019-09-26 22:00:26
12399836	12773	1569438118316364	2019-09-26 21:57:50	2019-09-26 22:08:49
12401951	13978	1569520636723728	2019-09-26 21:59:52	2019-09-26 22:00:27
12399848	12773	1569438118316364	2019-09-26 22:00:27	2019-09-26 22:16:42
12401269	13978	1569520636723728	2019-09-26 22:00:32	2019-09-26 22:16:16
12401701	13978	1569520636723728	2019-09-26 22:00:47	2019-09-26 22:16:21
12401951	13978	1569520636723728	2019-09-26 22:00:50	2019-09-26 22:16:21
12400256	11879	1569439099476809	2019-09-26 22:02:16	2019-09-26 23:27:01
12397564	12796	1569521034319919	2019-09-26 22:04:03	2019-09-26 22:38:42
12401725	11879	1569439099476809	2019-09-26 22:04:16	2019-09-26 23:37:32
12401071	13978	1569520636723728	2019-09-26 22:05:36	2019-09-26 22:16:20
12399836	12773	1569438118316364	2019-09-26 22:12:09	2019-09-26 22:30:05
12401986	11879	1569439099476809	2019-09-26 22:13:00	2019-09-26 22:15:34
12401502	11879	1569439099476809	2019-09-26 22:13:08	2019-09-26 22:39:55
12401986	11879	1569439099476809	2019-09-26 22:16:01	2019-09-26 22:18:18
12401269	13978	1569521809891309	2019-09-26 22:16:54	2019-09-26 22:18:45
12399848	12773	1569438118316364	2019-09-26 22:17:07	2019-09-27 01:08:01
12401951	13978	1569521809891309	2019-09-26 22:17:07	2019-09-26 22:20:52
12401269	13978	1569521809891309	2019-09-26 22:18:52	2019-09-26 22:53:56
12401701	13978	1569521809891309	2019-09-26 22:19:36	2019-09-27 01:05:26
12401951	13978	1569521809891309	2019-09-26 22:20:56	2019-09-26 22:24:31
12401986	11879	1569439099476809	2019-09-26 22:21:36	2019-09-26 22:27:31
12401071	13978	1569521809891309	2019-09-26 22:21:36	2019-09-26 22:44:58
12400846	12796	1569521034319919	2019-09-26 22:22:55	2019-09-26 22:41:50
12401951	13978	1569521809891309	2019-09-26 22:24:37	2019-09-26 22:39:42
12401986	11879	1569439099476809	2019-09-26 22:27:47	2019-09-26 22:54:41
12399836	12773	1569438118316364	2019-09-26 22:30:53	2019-09-26 23:16:20
12399454	12773	1569438118316364	2019-09-26 22:34:00	2019-09-26 22:38:59
12397564	12796	1569521034319919	2019-09-26 22:38:51	2019-09-26 22:41:44
12401951	13978	1569521809891309	2019-09-26 22:39:54	2019-09-26 23:29:43
12401502	11879	1569439099476809	2019-09-26 22:40:12	2019-09-27 00:17:31
12399454	12773	1569438118316364	2019-09-26 22:40:37	1970-01-01 04:00:00
12397564	12796	1569523317475747	2019-09-26 22:42:37	2019-09-26 22:49:22
12401071	13978	1569521809891309	2019-09-26 22:49:00	2019-09-26 22:56:27
12401269	13978	1569521809891309	2019-09-26 22:54:03	2019-09-27 01:05:32
12402008	12773	1569438118316364	2019-09-26 22:57:30	1970-01-01 04:00:00
12401986	11879	1569439099476809	2019-09-26 23:01:11	2019-09-26 23:03:02
12401071	13978	1569521809891309	2019-09-26 23:03:16	2019-09-26 23:24:50
12401986	11879	1569439099476809	2019-09-26 23:03:53	2019-09-26 23:17:18
12401226	11879	1569439099476809	2019-09-26 23:10:22	2019-09-26 23:33:28
12399836	12773	1569438118316364	2019-09-26 23:16:26	2019-09-27 00:13:39
12397564	12796	1569525397655838	2019-09-26 23:16:42	2019-09-26 23:19:19
12400846	12796	1569525397655838	2019-09-26 23:17:47	2019-09-26 23:19:24
12401352	12796	1569525397655838	2019-09-26 23:18:06	2019-09-26 23:19:24
12401424	12796	1569525397655838	2019-09-26 23:18:16	2019-09-26 23:19:49
12397564	12796	1569525564953116	2019-09-26 23:19:27	2019-09-26 23:30:22
12400846	12796	1569525564953116	2019-09-26 23:19:42	2019-09-26 23:30:27
12401529	12796	1569525564953116	2019-09-26 23:23:49	2019-09-26 23:30:27
12401352	12796	1569525564953116	2019-09-26 23:26:08	2019-09-26 23:30:27
12401071	13978	1569521809891309	2019-09-26 23:26:27	2019-09-26 23:34:27
12400256	11879	1569439099476809	2019-09-26 23:28:22	2019-09-27 00:14:17
12397564	12796	1569526226117373	2019-09-26 23:30:30	2019-09-26 23:57:43
12401352	12796	1569526226117373	2019-09-26 23:30:48	2019-09-27 00:06:00
12400846	12796	1569526226117373	2019-09-26 23:31:30	2019-09-27 00:05:44
12401986	11879	1569439099476809	2019-09-26 23:33:42	2019-09-26 23:36:54
12401226	11879	1569439099476809	2019-09-26 23:36:28	2019-09-27 00:17:24
12401725	11879	1569439099476809	2019-09-26 23:37:49	2019-09-27 00:25:41
12401951	13978	1569521809891309	2019-09-26 23:42:17	2019-09-26 23:47:14
12401424	12796	1569525397655838	2019-09-26 23:43:16	2019-09-26 23:43:24
12401986	11879	1569439099476809	2019-09-26 23:44:52	2019-09-27 00:25:41
12401951	13978	1569521809891309	2019-09-26 23:47:20	2019-09-27 00:48:06
12401347	12773	1569438118316364	2019-09-26 23:54:44	2019-09-27 00:27:45
12397564	12796	1569526226117373	2019-09-26 23:57:47	2019-09-27 00:05:57
12399454	12773	1569438118316364	2019-09-26 23:58:11	2019-09-27 00:22:32
12402008	12773	1569438118316364	2019-09-27 00:03:38	1970-01-01 04:00:00
12401071	13978	1569521809891309	2019-09-27 00:03:56	2019-09-27 00:07:34
12401071	13978	1569521809891309	2019-09-27 00:08:43	2019-09-27 00:22:07
12399836	12773	1569438118316364	2019-09-27 00:13:46	2019-09-27 01:34:01
12400256	11879	1569439099476809	2019-09-27 00:14:21	2019-09-27 00:20:45
12401529	14368	1569529030128473	2019-09-27 00:17:23	2019-09-27 00:18:03
12401529	14368	1569529091792653	2019-09-27 00:18:20	2019-09-27 00:22:32
12401226	11879	1569439099476809	2019-09-27 00:19:34	2019-09-27 00:22:32
12401502	11879	1569439099476809	2019-09-27 00:20:21	2019-09-27 00:21:28
12401502	11879	1569439099476809	2019-09-27 00:21:50	2019-09-27 00:22:17
12401433	14371	1569529305877097	2019-09-27 00:22:14	2019-09-27 00:24:22
12401226	11879	1569439099476809	2019-09-27 00:22:35	2019-09-27 00:25:04
12399454	12773	1569438118316364	2019-09-27 00:22:42	2019-09-27 00:31:30
12402008	12773	1569438118316364	2019-09-27 00:23:12	2019-09-27 00:23:15
12401502	11879	1569439099476809	2019-09-27 00:23:50	2019-09-27 00:25:29
12401529	14368	1569529091792653	2019-09-27 00:24:23	2019-09-27 00:26:02
12401433	14371	1569529305877097	2019-09-27 00:25:50	2019-09-27 00:27:29
12400256	11879	1569529531041761	2019-09-27 00:25:59	2019-09-27 00:59:55
12401725	11879	1569529531041761	2019-09-27 00:26:03	2019-09-27 00:59:37
12402008	12773	1569438118316364	2019-09-27 00:26:10	2019-09-27 00:29:39
12401226	11879	1569529531041761	2019-09-27 00:26:14	2019-09-27 01:08:24
12401986	11879	1569529531041761	2019-09-27 00:26:45	2019-09-27 00:59:10
12401502	11879	1569529531041761	2019-09-27 00:27:34	2019-09-27 00:30:40
12401347	12773	1569438118316364	2019-09-27 00:28:00	2019-09-27 01:02:05
12401529	14368	1569529091792653	2019-09-27 00:28:23	2019-09-27 00:32:37
12401071	13978	1569521809891309	2019-09-27 00:29:18	2019-09-27 00:45:21
12402008	12773	1569438118316364	2019-09-27 00:30:25	2019-09-27 00:49:34
12401502	11879	1569529531041761	2019-09-27 00:31:01	2019-09-27 00:48:35
12401433	14371	1569529959871462	2019-09-27 00:32:44	2019-09-27 00:38:07
12401529	14371	1569529959871462	2019-09-27 00:33:48	2019-09-27 00:37:51
12401433	14371	1569529959871462	2019-09-27 00:38:25	2019-09-27 00:41:32
12401529	14371	1569529959871462	2019-09-27 00:39:21	2019-09-27 00:42:41
12401433	14371	1569529959871462	2019-09-27 00:41:46	2019-09-27 00:43:35
12401071	13978	1569521809891309	2019-09-27 00:46:30	2019-09-27 01:05:55
12401951	13978	1569521809891309	2019-09-27 00:49:49	2019-09-27 01:03:46
12399454	12773	1569438118316364	2019-09-27 00:50:03	2019-09-27 00:53:26
