ID	回复回合数	时间数
12030561:12118178 0 0.000000
12030561:12118189 0 0.333333
12030561:12119478 11 1320.316667
12030561:12119950 0 0.000000
12030561:12119961 0 0.000000
12030561:12120107 0 0.083333
12030561:12121090 0 0.000000
12030561:12121730 0 0.000000
12030562:12045198 0 0.000000
12030562:12095623 0 0.000000
12030562:12095626 0 0.000000
12030562:12096907 0 0.000000
12030562:12099167 0 0.000000
12030562:12101433 0 0.000000
12030562:12114507 9 4.833333
12030562:12117694 0 0.000000
12030562:12117705 3 9.850000
12030562:12118829 0 0.500000
12030562:12119477 1 19.183333
12030562:12119957 1 3.283333
12030564:12078230 0 0.000000
12030564:12088862 0 0.000000
12030564:12095616 0 0.000000
12030564:12095626 0 0.000000
12030564:12096757 0 0.000000
12030564:12097388 0 0.000000
12030564:12099199 0 0.000000
12030564:12116727 0 0.133333
12030564:12117526 5 267.266667
12030564:12119464 8 9.866667
12030564:12119475 1 0.733333
12030564:12121087 0 0.000000
12030564:12122210 0 4.366667
12030564:12122371 8 27.966667
12030564:12122400 1 7.050000
12030564:12122526 6 13.833333
12030566:12094983 1 1113.550000
12030566:12097386 0 0.000000
12030566:12098044 0 0.000000
12030566:12116725 1 688.316667
12030566:12117207 0 0.000000
12030566:12117565 0 0.000000
12030566:12118014 0 0.000000
12030566:12118813 1 8.916667
12030566:12118825 1 0.966667
12030566:12119136 2 18.133333
12030566:12119473 0 0.000000
12030569:12095616 0 0.000000
12030569:12096752 0 0.000000
12030569:12098354 0 0.000000
12030569:12100483 0 0.000000
12030569:12115915 9 1455.466667
12030569:12116565 0 0.000000
12030569:12116722 0 0.000000
12030569:12117885 0 0.000000
12030569:12119459 0 0.000000
12030569:12119793 0 0.116667
12030569:12119942 8 43.500000
12030569:12119950 2 2.100000
12030569:12119953 5 125.900000
12030569:12120749 0 0.000000
12030569:12121082 1 8.433333
12030569:12121388 12 21.900000
12030569:12121725 0 0.000000
12030570:12095942 0 0.000000
12030570:12096268 0 0.000000
12030570:12097234 0 0.000000
12030570:12097870 0 0.000000
12030570:12098186 0 0.000000
12030570:12100136 0 0.000000
12030570:12101425 0 0.000000
12030570:12113187 0 0.000000
12030570:12117537 0 6.366667
12030570:12118010 2 9.100000
12030570:12120139 7 27.566667
12030570:12120593 0 0.000000
12030570:12122365 0 0.000000
12030570:12122370 0 0.000000
12030572:12043416 1 319.016667
12030572:12091266 0 0.000000
12030572:12096256 0 0.000000
12030572:12097385 1 60.933333
12030572:12097388 0 0.000000
12030572:12097545 0 0.000000
12030572:12098991 0 0.000000
12030572:12117535 0 0.350000
12030572:12117559 0 0.000000
12030572:12117882 13 14.683333
12030572:12118660 6 47.150000
12030572:12119939 0 4.233333
12030572:12119947 0 0.000000
12030572:12119950 0 0.000000
12030572:12120096 0 0.000000
12030572:12120137 1 0.550000
12030572:12120746 7 15.966667
12030572:12121079 0 0.000000
12030572:12121870 0 0.666667
12030572:12122368 0 0.000000
12030574:12122366 1 0.283333
12030575:12096736 0 0.050000
12030575:12097387 0 0.000000
12030575:12097542 0 0.000000
12030575:12098508 0 0.000000
12030575:12098988 0 0.000000
12030575:12099964 0 0.000000
12030575:12111877 0 0.000000
12030575:12114148 0 0.000000
12030575:12114944 10 961.533333
12030575:12116559 1 184.566667
12030575:12117042 0 0.100000
12030575:12118804 0 0.233333
12030575:12118816 0 0.300000
12030575:12119787 8 8.533333
12030575:12119936 9 9.500000
12030575:12119944 1 0.600000
12030575:12119947 0 0.000000
12030575:12121076 0 0.000000
12030575:12121867 8 13.516667
12030575:12122365 0 0.000000
12030577:12096574 0 0.000000
12030577:12097227 0 0.000000
12030577:12098829 0 0.000000
12030577:12100601 0 0.000000
12030577:12116557 0 0.266667
12030577:12119462 9 5.883333
12030577:12119785 7 24.733333
12030577:12121706 12 35.283333
12030577:12122358 0 12.716667
12030577:12122513 1 2.300000
12030580:12047103 0 0.000000
12030580:12095439 0 0.000000
12030580:12095608 0 0.000000
12030580:12096248 1 118.100000
12030580:12096564 0 0.000000
12030580:12097224 0 0.000000
12030580:12099627 0 0.000000
12030580:12104792 0 0.000000
12030580:12107049 0 0.266667
12030580:12119122 0 0.000000
12030580:12119782 10 5.683333
12030580:12119939 9 9.933333
12030580:12120583 9 8.633333
12030580:12121071 0 0.750000
12030583:12098017 0 0.000000
12030583:12121859 0 0.000000
12030585:12121709 3 5.366667
12030587:12078367 0 0.350000
12030587:12096882 0 0.000000
12030587:12116704 0 0.000000
12030587:12122353 0 0.000000
12030602:12096076 0 0.000000
12030602:12096554 0 0.000000
12030625:12122310 0 0.000000
12030641:12122299 1 0.600000
12030659:12040751 0 0.000000
12030659:12096497 0 0.050000
12030659:12097951 0 0.000000
12030659:12098945 0 0.000000
12030667:12118565 0 0.000000
12030734:12095929 0 0.000000
12030748:12093185 0 0.000000
12030748:12100430 0 0.000000
12030774:12115061 1 5.533333
12030957:12112792 0 0.000000
12031334:12122089 0 0.000000
12031336:12122395 0 1.366667
12031623:12117756 0 0.233333
12031990:12116590 0 832.150000
12032074:12120368 1 1335.316667
12032776:12122253 1 73.700000
12033738:12115641 1 6.433333
12034451:12119612 8 88.983333
12036456:12120334 0 0.850000
12037036:12120414 0 0.000000
12037088:12120709 1 19.366667
12037708:12115232 0 0.000000
12037935:12118534 0 0.000000
12038114:12122554 0 0.316667
12038126:12114797 0 0.000000
12038579:12120477 10 615.216667
12039422:12118352 9 12.283333
12039635:12117327 0 0.816667
12040043:12119980 9 8.816667
12030561:12094986 0 0.000000
12030561:12096306 0 0.000000
12030561:12101917 0 0.000000
12030561:12110323 0 0.000000
12030561:12115797 4 1369.166667
12030561:12117216 1 342.666667
12030561:12117862 0 4.433333
12030561:12118661 1 6.350000
12030561:12118828 0 0.000000
12030561:12118988 1 253.233333
12030561:12120433 0 0.000000
12030561:12121566 1 32.400000
12030561:12122205 3 28.750000
12030561:12122537 0 0.016667
12030561:12122562 0 0.000000
12030562:12090154 0 0.000000
12030562:12095470 0 0.000000
12030562:12095657 0 0.000000
12030562:12096757 0 0.000000
12030562:12101905 0 0.000000
12030562:12102075 0 0.000000
12030562:12116898 15 2600.033333
12030562:12117861 10 54.633333
12030562:12118660 0 0.000000
12030562:12118984 0 0.216667
12030562:12118987 1 553.550000
12030562:12119633 0 0.283333
12030562:12122038 0 0.000000
12030562:12122536 1 3.266667
12030564:12095655 0 0.000000
12030564:12096944 0 1.800000
12030564:12101429 0 0.000000
12030564:12116760 1 265.483333
12030564:12117536 11 27.250000
12030564:12117862 3 3.950000
12030564:12118019 0 0.000000
12030564:12118974 1 54.733333
12030564:12119308 0 0.000000
12030566:12115605 0 126.600000
12030566:12116717 0 0.000000
12030566:12117724 0 0.450000
12030566:12117860 2 142.250000
12030566:12119149 1 336.000000
12030566:12119779 0 0.416667
12030566:12119820 0 0.000000
12030566:12120755 0 1236.450000
12030566:12121109 0 16.883333
12030566:12121561 0 0.000000
12030566:12122532 0 1.300000
12030566:12122557 8 26.650000
12030569:12063561 0 0.000000
12030569:12097065 0 0.000000
12030569:12101249 0 0.000000
12030569:12101419 0 0.000000
12030569:12105442 0 0.683333
12030569:12110915 0 0.016667
12030569:12117208 1 287.516667
12030569:12118014 1 7.450000
12030569:12118653 3 38.383333
12030569:12118969 0 0.783333
12030569:12118980 0 0.000000
12030569:12119817 1 0.866667
12030569:12120109 0 0.000000
12030569:12120425 0 0.000000
12030569:12122554 8 12.650000
12030570:12094360 0 0.000000
12030570:12095778 0 0.000000
12030570:12096101 0 0.000000
12030570:12096749 0 0.000000
12030570:12097904 0 0.000000
12030570:12098846 0 0.000000
12030570:12116880 0 0.000000
12030570:12116890 1 329.483333
12030570:12117207 0 0.000000
12030570:12117856 0 0.000000
12030570:12119302 0 0.000000
12030570:12119785 0 0.000000
12030570:12120751 0 0.000000
12030570:12121105 0 0.000000
12030570:12122030 3 237.900000
12030570:12122045 7 3.766667
12030572:12097579 0 0.000000
12030572:12097584 0 0.000000
12030572:12097902 0 0.000000
12030572:12098844 0 0.000000
12030572:12099317 0 0.000000
12030572:12101906 0 0.000000
12030572:12102212 0 0.000000
12030572:12104790 0 0.000000
12030572:12116565 0 0.000000
12030572:12116878 0 0.000000
12030572:12117693 7 14.316667
12030572:12118650 0 0.000000
12030572:12118974 0 0.000000
12030572:12119300 0 0.116667
12030572:12119623 8 8.366667
12030572:12120749 0 0.000000
12030572:12121062 0 0.000000
12030572:12121426 0 0.000000
12030572:12122674 0 0.000000
12030574:12096293 0 0.000000
12030574:12116876 0 0.000000
12030574:12122031 0 0.000000
12030575:12082875 0 0.000000
12030575:12096412 0 0.000000
12030575:12096933 0 0.000000
12030575:12097899 0 0.000000
12030575:12101892 0 0.000000
12030575:12116708 0 0.300000
12030575:12117715 0 0.000000
12030575:12118974 0 0.000000
12030575:12119297 0 0.000000
12030575:12119623 0 0.200000
12030575:12120902 0 0.000000
12030575:12121875 10 9.266667
12030575:12122040 8 138.383333
12030575:12122191 0 0.500000
12030575:12122671 3 4.333333
12030577:12084332 0 0.116667
12030577:12096890 0 0.000000
12030577:12096901 0 0.000000
12030577:12100611 0 0.000000
12030577:12102207 0 0.000000
12030577:12116873 0 0.000000
12030577:12116883 9 637.400000
12030577:12118006 7 13.566667
12030577:12118036 6 141.583333
12030577:12120744 0 0.000000
12030577:12121550 0 0.000000
12030577:12122038 0 0.000000
12030577:12122189 0 0.000000
12030577:12122546 8 9.883333
12030580:12097863 0 0.000000
12030580:12110915 0 0.050000
12030580:12116870 2 9.516667
12030580:12116880 0 0.000000
12030580:12117363 0 0.000000
12030580:12117710 0 0.000000
12030580:12118958 0 0.383333
12030580:12118966 8 20.600000
12030580:12118969 11 11.416667
12030580:12122186 0 0.000000
12030583:12086265 0 0.000000
12030583:12099306 0 0.000000
12030583:12120095 0 0.000000
12030583:12122017 1 6.216667
12030585:12096600 0 0.000000
12030585:12096882 0 0.000000
12030585:12096893 0 0.000000
12030585:12100426 0 0.000000
12030585:12117515 0 0.000000
12030587:12116696 0 0.000000
12030587:12118951 0 0.000000
12030602:12121073 0 0.000000
12030625:12119720 0 0.000000
12030625:12120053 0 0.000000
12030642:12121356 1 254.416667
12030659:12120828 3 19.983333
12030667:12100031 0 20.900000
12030667:12112443 0 0.000000
12030667:12117759 0 0.000000
12030668:12096158 0 0.000000
12030668:12119718 0 0.000000
12030735:12099794 0 0.000000
12030738:12101249 0 0.000000
12030744:12046632 0 0.000000
12031145:12120530 0 1.200000
12031402:12121364 0 7.633333
12031472:12117750 4 11.050000
12032024:12121882 0 0.000000
12032316:12120134 2 2.783333
12032788:12118206 9 1168.683333
12033438:12119660 0 0.000000
12033931:12119192 7 41.283333
12034089:12117909 0 0.000000
12035465:12096523 0 0.000000
12035639:12111498 0 0.000000
12035966:12117132 1 18.050000
12036251:12120709 0 0.000000
12036468:12119370 0 0.000000
12036725:12118176 2 7.116667
12037123:12117415 11 1376.216667
12037255:12121644 11 20.016667
12038226:12121626 1 28.816667
12038259:12117096 2 321.183333
12039068:12120144 1 1.966667
12030561:12083737 0 0.000000
12030561:12095792 0 0.000000
12030561:12097241 0 0.000000
12030561:12117698 7 17.533333
12030561:12118377 13 38.983333
12030561:12118993 8 2045.216667
12030561:12119471 7 10.166667
12030561:12120277 0 0.000000
12030561:12120755 0 1227.483333
12030561:12120765 0 0.000000
12030561:12122532 0 0.000000
12030562:12094050 0 0.000000
12030562:12098560 0 0.000000
12030562:12098837 0 0.000000
12030562:12114832 0 0.000000
12030562:12116896 1 57.483333
12030562:12118376 13 64.450000
12030562:12118668 9 12.266667
12030562:12119475 0 0.000000
12030562:12119947 0 0.000000
12030562:12120276 0 0.000000
12030562:12120281 1 132.983333
12030562:12120599 1 4.050000
12030562:12120795 1 0.416667
12030562:12122371 7 22.333333
12030564:12094048 0 0.000000
12030564:12095466 0 0.000000
12030564:12095949 0 0.000000
12030564:12096267 0 0.000000
12030564:12097869 0 0.000000
12030564:12099811 0 0.000000
12030564:12101265 0 0.000000
12030564:12101912 0 0.000000
12030564:12106257 0 0.000000
12030564:12119468 0 0.000000
12030564:12119617 0 0.000000
12030564:12119663 0 0.600000
12030564:12120793 0 0.133333
12030566:12095942 0 0.000000
12030566:12096588 0 0.000000
12030566:12097554 0 0.000000
12030566:12098556 0 0.000000
12030566:12099840 0 0.000000
12030566:12110313 0 0.000000
12030566:12112891 0 0.000000
12030566:12117216 1 397.066667
12030566:12117693 8 12.650000
12030566:12118182 0 0.283333
12030566:12118495 0 3.233333
12030566:12118988 0 0.183333
12030566:12119013 1 521.083333
12030566:12119139 0 0.000000
12030566:12120277 0 0.000000
12030566:12120791 0 0.000000
12030566:12121404 0 0.000000
12030566:12122367 0 0.000000
12030566:12122527 0 0.000000
12030569:12098830 0 0.000000
12030569:12099323 0 0.000000
12030569:12099328 0 0.000000
12030569:12113854 0 0.250000
12030569:12117680 0 0.000000
12030569:12118179 0 0.383333
12030569:12119136 0 0.000000
12030569:12119653 0 0.000000
12030569:12120747 0 0.000000
12030569:12121401 0 0.000000
12030569:12122041 0 2.300000
12030569:12122236 2 53.300000
12030570:12097263 0 0.000000
12030570:12098829 0 0.000000
12030570:12099805 0 0.000000
12030570:12101906 0 0.000000
12030570:12106251 0 0.933333
12030570:12112050 0 0.000000
12030570:12118178 8 21.233333
12030570:12118660 0 0.000000
12030570:12118984 0 42.833333
12030570:12119135 0 0.600000
12030570:12119939 0 3.650000
12030570:12119950 2 2.516667
12030570:12120273 8 9.233333
12030570:12120787 0 0.000000
12030570:12122076 13 93.916667
12030572:12096259 0 0.000000
12030572:12097713 0 0.000000
12030572:12098868 0 0.000000
12030572:12101904 0 0.000000
12030572:12109793 0 0.116667
12030572:12114303 0 2829.516667
12030572:12115915 0 0.000000
12030572:12116065 8 21.650000
12030572:12117361 1 575.316667
12030572:12117400 0 0.000000
12030572:12117682 8 6.700000
12030572:12119655 1 25.716667
12030572:12120266 8 14.683333
12030572:12120589 0 1.416667
12030572:12120744 9 1056.533333
12030572:12120913 0 0.000000
12030572:12122233 0 0.000000
12030574:12118656 0 0.000000
12030574:12120269 2 10.466667
12030574:12121070 0 0.000000
12030575:12041965 0 0.000000
12030575:12096256 0 0.000000
12030575:12097545 0 0.000000
12030575:12098994 0 0.000000
12030575:12115142 0 0.000000
12030575:12116878 7 7.616667
12030575:12117207 0 0.000000
12030575:12117392 0 0.133333
12030575:12117397 0 710.783333
12030575:12117674 0 0.000000
12030575:12118173 13 1476.100000
12030575:12118358 0 0.000000
12030575:12118681 0 393.850000
12030575:12118979 1 558.266667
12030575:12119606 0 7.600000
12030575:12119647 0 0.000000
12030575:12120751 0 0.000000
12030575:12122358 8 18.416667
12030575:12122518 0 0.000000
12030575:12122674 0 0.000000
12030577:12042795 0 0.000000
12030577:12079016 0 0.000000
12030577:12091587 0 0.000000
12030577:12095483 0 0.000000
12030577:12101277 0 0.000000
12030577:12101567 0 0.000000
12030577:12102856 0 0.000000
12030577:12115427 1 63.166667
12030577:12117677 7 8.283333
12030577:12117682 9 42.750000
12030577:12118653 0 1.750000
12030577:12120739 0 2.600000
12030577:12120749 0 0.000000
12030577:12120780 0 1.983333
12030577:12122356 1 11.750000
12030580:12079969 0 0.000000
12030580:12085775 0 0.000000
12030580:12099019 0 0.000000
12030580:12101397 0 0.000000
12030580:12101564 0 0.000000
12030580:12101896 0 0.000000
12030580:12112040 0 0.000000
12030580:12116873 0 0.000000
12030580:12117392 12 12.433333
12030580:12118358 0 0.616667
12030580:12118974 0 0.000000
12030580:12119452 9 36.283333
12030580:12119647 0 0.000000
12030580:12119924 0 0.000000
12030580:12120288 2 13.466667
12030580:12121707 8 65.700000
12030583:12118647 8 11.600000
12030583:12121709 4 5.700000
12030585:12093025 0 0.000000
12030585:12096246 0 0.000000
12030585:12096569 0 0.000000
12030585:12120900 3 3.733333
12030587:12096244 0 0.000000
12030587:12117380 1 114.133333
12030587:12122023 0 0.000000
12030602:12101550 0 0.000000
12030602:12117647 0 0.000000
12030602:12119430 0 5.100000
12030602:12122044 2 8.150000
12030609:12120229 1 0.400000
12030625:12098451 0 0.000000
12030625:12118436 1 0.550000
12030625:12122016 0 0.000000
12030641:12119391 12 20.166667
12030659:12097651 0 0.000000
12030659:12099752 0 0.000000
12030667:12117587 3 2.900000
12030667:12118589 3 10.016667
12030743:12093027 0 0.000000
12030745:12097365 0 0.000000
12030748:12099144 0 0.000000
12030777:12119404 0 0.933333
12030913:12119925 1 0.950000
12031746:12116187 1 4.866667
12032629:12117875 0 0.000000
12034043:12116800 0 0.000000
12034223:12119866 0 0.000000
12034717:12114539 1 171.216667
12034950:12122170 0 0.000000
12035462:12097014 0 0.000000
12035679:12118868 0 0.000000
12036275:12120233 12 12.400000
12036994:12117876 1 49.216667
12037182:12119137 0 0.800000
12038208:12119718 1 0.850000
12038793:12115589 1 403.600000
12040585:12122657 0 1.450000
12030561:12095628 0 0.000000
12030561:12098556 0 0.000000
12030561:12098843 0 0.000000
12030561:12098848 0 0.000000
12030561:12100297 0 0.000000
12030561:12114802 0 0.000000
12030561:12116440 0 0.000000
12030561:12117047 0 0.200000
12030561:12117057 5 56.550000
12030561:12117565 0 0.000000
12030561:12119989 1 27.533333
12030561:12120758 0 0.000000
12030561:12120950 0 0.000000
12030562:12088241 0 1380.283333
12030562:12096274 0 0.000000
12030562:12097430 0 0.000000
12030562:12112572 0 0.150000
12030562:12117374 1 115.583333
12030562:12117564 5 23.433333
12030562:12118653 0 0.133333
12030562:12119794 10 13.050000
12030562:12120117 0 0.450000
12030562:12120949 0 0.000000
12030562:12120954 0 0.000000
12030562:12122207 1 160.450000
12030564:12089177 0 0.000000
12030564:12097544 0 0.000000
12030564:12098044 0 0.000000
12030564:12099483 0 0.000000
12030564:12099806 0 0.000000
12030564:12101748 0 0.000000
12030564:12117054 1 0.366667
12030564:12117085 1 641.300000
12030564:12117537 8 43.366667
12030564:12118178 1 1.183333
12030564:12118183 0 0.000000
12030564:12118651 0 1.100000
12030564:12118661 11 11.750000
12030564:12118690 1 0.133333
12030564:12118697 1 0.683333
12030564:12119309 0 31.283333
12030564:12119950 0 0.066667
12030564:12120433 0 0.000000
12030564:12120947 0 0.000000
12030564:12122034 0 0.066667
12030566:12096913 0 0.000000
12030566:12097559 0 0.000000
12030566:12099481 0 0.000000
12030566:12099848 0 0.000000
12030566:12102387 0 0.000000
12030566:12115280 0 0.983333
12030566:12117042 0 0.116667
12030566:12117399 0 0.000000
12030566:12117535 0 0.466667
12030566:12117560 1 1.766667
12030566:12119142 0 0.000000
12030566:12119790 0 304.816667
12030566:12119948 0 0.000000
12030566:12120431 0 0.000000
12030566:12120909 0 5.100000
12030566:12120945 0 0.416667
12030566:12122032 0 19.133333
12030569:12062594 0 0.000000
12030569:12096267 0 0.000000
12030569:12096416 0 0.000000
12030569:12097223 0 0.000000
12030569:12108214 0 0.000000
12030569:12112406 0 0.000000
12030569:12114794 0 0.000000
12030569:12118178 0 0.000000
12030569:12118646 0 0.000000
12030569:12118651 0 0.000000
12030569:12119617 0 0.866667
12030569:12120433 0 0.000000
12030569:12120583 0 0.000000
12030569:12120942 0 0.000000
12030569:12120947 0 0.000000
12030569:12121913 0 0.400000
12030569:12122206 0 0.000000
12030570:12095485 0 0.000000
12030570:12099800 0 0.000000
12030570:12112572 0 0.200000
12030570:12118014 1 2.700000
12030570:12118691 8 125.266667
12030570:12120433 0 0.000000
12030570:12120749 9 17.783333
12030570:12122189 0 0.000000
12030572:12095617 0 0.000000
12030572:12099798 0 0.000000
12030572:12099808 0 0.000000
12030572:12101740 0 0.000000
12030572:12118653 0 3.100000
12030572:12118682 0 0.000000
12030572:12119136 0 0.000000
12030572:12120107 0 0.000000
12030572:12120425 0 0.000000
12030572:12120431 0 0.000000
12030572:12120621 0 17.766667
12030572:12120747 0 0.000000
12030572:12122026 0 0.000000
12030574:12117362 0 0.000000
12030574:12117367 0 0.000000
12030574:12119971 0 0.000000
12030574:12119976 0 0.000000
12030574:12120429 3 6.266667
12030575:12095614 0 0.000000
12030575:12097533 0 0.000000
12030575:12097740 0 0.000000
12030575:12098193 0 0.000000
12030575:12103657 0 428.833333
12030575:12112050 0 0.216667
12030575:12116560 1 860.450000
12030575:12117200 1 290.766667
12030575:12117361 0 0.000000
12030575:12118040 0 0.083333
12030575:12118650 1 28.183333
12030575:12119298 8 14.066667
12030575:12119939 0 7.050000
12030575:12120427 0 0.000000
12030575:12120744 0 0.000000
12030575:12122189 0 0.000000
12030577:12098832 0 0.000000
12030577:12099793 0 0.000000
12030577:12100604 0 0.000000
12030577:12109793 0 0.100000
12030577:12112516 0 0.000000
12030577:12113854 0 0.516667
12030577:12117549 7 11.400000
12030577:12118007 0 0.000000
12030577:12118677 0 0.566667
12030577:12119136 0 0.000000
12030577:12119296 0 0.000000
