uid	 有效聊天数12121973	2 
12121974	2 
12122089	1 
12117745	1 
12120838	2 
12121550	1 
12121735	1 
12121931	1 
12119470	1 
12120930	1 
12122158	1 
12121564	1 
12122430	1 
12122131	2 
12122538	2 
12118246	1 
12115966	1 
12121919	1 
12122287	1 
12122546	1 
12120850	1 
12121575	1 
12122264	3 
12122545	3 
12122621	1 
12122348	4 
12122081	2 
12122470	2 
12122370	4 
12120229	1 
12122361	2 
12120655	1 
12121507	1 
12121879	5 
12122531	1 
12121353	2 
12122162	1 
12121962	1 
12063983	3 
12118753	2 
12120880	1 
12122354	2 
12122098	2 
12122565	2 
12122602	1 
12122108	2 
12122245	1 
12121867	1 
12121963	2 
12122260	2 
12115087	1 
12122147	2 
12121951	1 
12122459	1 
12122293	1 
12121427	1 
12120577	1 
12122106	1 
12121579	2 
12121449	1 
12118183	1 
12121109	1 
12122557	2 
12122063	1 
12122419	2 
12121889	2 
12122096	1 
12120368	2 
12121723	1 
12122451	3 
12122536	1 
12122097	1 
12122189	1 
12122455	2 
12121633	1 
12121928	1 
12120197	1 
12122463	2 
12122305	2 
12122367	3 
12122356	1 
12120949	2 
12122526	1 
12118602	1 
12122563	1 
12122157	1 
12120136	1 
12120781	1 
12122294	2 
12122233	1 
12122582	4 
12122446	2 
12121143	1 
12116468	2 
12115734	1 
12121503	1 
12121748	1 
12121535	2 
12121894	2 
12122169	2 
12122019	1 
12118066	1 
12121913	1 
12119606	1 
12121495	1 
12120922	1 
12122365	1 
12121789	2 
12120741	1 
12119292	2 
12116773	2 
12122302	2 
12121630	1 
12122638	1 
12122023	2 
12121984	1 
12122026	1 
12120637	1 
12122045	3 
12122295	1 
12121588	1 
12120097	1 
12118739	1 
12122103	2 
12121860	2 
12122574	2 
12118760	1 
12122475	1 
12122478	3 
12122651	3 
12122575	2 
12056753	3 
12122650	1 
12120903	1 
12120658	2 
12116507	1 
12122532	1 
12121144	2 
12122191	1 
12116827	3 
12122145	2 
12120755	1 
12121418	1 
12122203	3 
12121483	2 
12114636	1 
12121435	1 
12121105	1 
12121965	2 
12122288	2 
12122497	2 
12122219	1 
12121022	1 
12122179	2 
12119042	1 
12120909	1 
12119503	1 
12122550	2 
12122076	2 
12120877	1 
12118584	1 
12120532	2 
12122335	3 
12122518	1 
12121884	1 
12121561	1 
12122534	2 
12122201	1 
12122487	1 
12121861	1 
12122596	1 
12122243	1 
12121558	2 
12121707	1 
12121623	1 
12121698	3 
12121875	1 
12121855	2 
12122577	1 
12122404	1 
12121862	1 
12122482	1 
12120883	1 
12122584	1 
12122639	2 
12122150	2 
12122385	3 
12122659	1 
12122450	1 
12122562	2 
12122350	2 
12122371	1 
12121147	1 
12122317	2 
12121960	2 
12120969	1 
12122657	2 
12120492	1 
12121972	1 
12122170	3 
12122255	1 
12122620	1 
12121764	2 
12122663	2 
12122416	2 
12122653	2 
12122496	1 
12121051	1 
12120602	1 
12122409	2 
12120945	1 
12121761	2 
12122378	4 
12119937	1 
12119527	1 
12118195	1 
12121463	1 
12119763	1 
12120725	1 
12122190	1 
12122274	1 
12120477	1 
12120603	1 
12122417	2 
12121903	1 
12122447	2 
12120791	1 
12122095	1 
12120861	1 
12119574	2 
12122357	1 
12122600	2 
12117807	1 
12122079	1 
12119738	2 
12120916	1 
12120622	1 
12120245	1 
12121706	2 
12121505	1 
12118002	1 
12122196	1 
12118403	3 
12122318	2 
12120277	2 
12122554	2 
12121682	3 
12116966	2 
12115931	1 
12121471	2 
12121687	1 
12122138	1 
12120698	3 
12122372	2 
12114994	1 
12118433	1 
12122151	1 
12119213	1 
12122061	2 
12121985	1 
12122537	1 
12122593	2 
12122250	1 
12122527	2 
12122616	1 
12122603	4 
12122230	1 
12122278	1 
12118396	1 
12122253	1 
12122636	1 
12121327	1 
12120739	1 
12121502	1 
12122394	2 
12122358	2 
12122258	2 
12122275	3 
12122319	2 
12122558	2 
12122395	1 
12120253	1 
12122556	1 
12122601	1 
12121444	1 
12121886	2 
12122102	4 
12117966	1 
12122498	1 
12122005	2 
12122610	1 
12122000	1 
12122436	2 
12121701	2 
12096239	1 
12122456	2 
12122186	2 
12121087	2 
12122495	1 
12119031	1 
12121599	1 
12122266	1 
12121883	1 
12122626	1 
12096346	1 
12120878	1 
12121892	2 
12119891	1 
12121667	2 
12120747	1 
12122368	2 
12120974	1 
12122539	1 
12122649	1 
12121702	2 
12121752	1 
12122043	1 
12121807	2 
12122443	2 
12122511	1 
12122542	1 
12120775	1 
12121528	2 
12121589	2 
12117657	1 
12117931	1 
12121062	1 
12122640	2 
12118083	1 
12122630	1 
12122094	2 
12122309	3 
12122307	1 
12122040	1 
12122065	2 
12119241	1 
12120605	1 
12121887	1 
12122236	1 
12120796	2 
