ID	回复回合数	时间数
12030569:12065674 11 17.783333
12030569:12109990 1 22.450000
12030569:12111768 0 0.000000
12030569:12112363 0 0.000000
12030570:12104838 0 0.000000
12030570:12109471 8 46.483333
12030570:12112080 0 0.000000
12030570:12112367 1 0.450000
12030572:12104178 0 0.000000
12030572:12104836 0 0.000000
12030572:12104954 0 0.000000
12030572:12109818 1 39.316667
12030572:12112360 7 26.800000
12030572:12112365 2 18.683333
12030574:12109980 1 9.983333
12030575:12103173 0 0.000000
12030575:12103867 0 0.000000
12030575:12104173 0 0.000000
12030575:12109507 8 55.333333
12030575:12111073 7 9.283333
12030575:12112362 7 261.316667
12030575:12112391 0 0.000000
12030577:12109777 0 0.000000
12030577:12112355 0 0.950000
12030577:12112406 14 9.766667
12030580:12104493 0 0.000000
12030580:12110251 0 0.200000
12030580:12110292 0 0.000000
12030580:12110614 11 269.833333
12030580:12112029 8 13.233333
12030580:12112403 1 0.966667
12030583:12112236 0 0.000000
12030585:12112060 1 5.966667
12030625:12078146 1 144.766667
12030667:12109887 5 10.400000
12030667:12110010 1 5.116667
12030667:12112260 1 9.916667
12030668:12111669 0 0.000000
12030738:12108214 0 0.000000
12030750:12111859 8 22.183333
12030753:12109606 0 0.000000
12030754:12090919 1 1795.250000
12030756:12109803 1 976.633333
12030767:12109315 0 0.000000
12030767:12111842 0 0.300000
12030771:12102977 0 0.000000
12030772:12111837 12 14.883333
12030774:12079491 0 0.233333
12030785:12090919 1 152.783333
12030785:12109579 0 0.000000
12030786:12108279 10 36.183333
12030790:12090919 0 0.400000
12030790:12109608 0 0.216667
12030791:12109886 7 9.083333
12037103:12110383 1 19.950000
12039908:12109182 0 0.000000
12030561:12096745 0 0.216667
12030561:12104796 1 2.100000
12030561:12107541 1 27.900000
12030561:12108214 0 0.000000
12030562:12104155 0 0.000000
12030564:12104150 0 0.000000
12030564:12109341 1 6.200000
12030564:12109667 4 3239.066667
12030564:12109954 1 65.966667
12030564:12110306 0 0.400000
12030564:12111238 0 0.000000
12030564:12111922 1 32.966667
12030566:12103376 0 0.000000
12030569:12102856 0 0.000000
12030569:12103696 0 0.000000
12030569:12104788 0 0.000000
12030569:12108973 1 9.333333
12030569:12112073 0 0.316667
12030570:12069066 1 405.366667
12030570:12103695 0 0.000000
12030570:12109013 0 0.000000
12030570:12110460 0 0.000000
12030572:12063057 0 62.433333
12030572:12104145 0 0.000000
12030572:12104186 0 0.000000
12030572:12109659 0 0.000000
12030572:12109941 1 70.233333
12030572:12109977 1 8.366667
12030572:12112237 7 34.000000
12030572:12112363 0 0.000000
12030574:12109944 1 82.866667
12030574:12110296 0 0.000000
12030575:12104144 0 0.000000
12030575:12104656 0 0.000000
12030575:12105431 0 0.000000
12030575:12107401 0 0.183333
12030575:12110455 7 43.600000
12030575:12112360 9 22.266667
12030577:12077115 8 19.083333
12030577:12088382 0 0.216667
12030577:12103858 0 0.000000
12030577:12104137 0 0.000000
12030577:12107399 1 17.150000
12030577:12109328 0 38.700000
12030577:12110630 1 253.000000
12030577:12112550 1 6.133333
12030580:12103811 2 623.833333
12030580:12103852 0 0.000000
12030580:12107399 1 12.850000
12030580:12112073 1 25.333333
12030580:12112355 8 18.983333
12030580:12112547 0 0.000000
12030583:12103168 0 0.000000
12030583:12109966 0 0.000000
12030583:12112070 0 0.116667
12030587:12111899 1 327.266667
12030587:12112540 1 0.833333
12030602:12112525 1 0.483333
12030625:12102800 0 0.000000
12030641:12103791 0 0.000000
12030641:12105357 0 0.000000
12030641:12111804 0 0.000000
12030641:12112001 1 0.816667
12030641:12112294 0 0.000000
12030659:12104099 0 0.000000
12030659:12109854 1 3.116667
12030667:12109851 10 27.950000
12030668:12112459 1 15.383333
12030748:12054548 10 23.250000
12030759:12105239 1 1039.150000
12030760:12109471 8 1334.566667
12030762:12101374 0 0.000000
12030764:12104790 0 0.000000
12030767:12108134 1 59.233333
12030771:12080617 0 0.000000
12030771:12102654 0 0.000000
12030773:12102978 0 0.000000
12030778:12090919 8 15.550000
12030779:12103003 0 0.000000
12030785:12078191 1 56.483333
12030791:12103967 0 0.000000
12030793:12107465 0 0.000000
12030797:12106866 1 491.883333
12033992:12111889 0 0.000000
12040740:12111253 0 0.000000
12030561:12097418 1 1.216667
12030561:12103717 0 0.000000
12030561:12108389 8 21.666667
12030561:12109030 0 0.000000
12030561:12109629 1 164.866667
12030561:12109796 0 0.183333
12030561:12109996 9 65.183333
12030561:12112724 1 2.766667
12030562:12105485 0 0.000000
12030562:12109628 1 1.200000
12030562:12109679 8 3154.566667
12030562:12112050 7 14.633333
12030564:12103714 0 0.000000
12030564:12104826 0 0.000000
12030564:12109475 15 27.666667
12030564:12109636 9 17.566667
12030564:12109993 1 0.850000
12030566:12074230 0 0.050000
12030566:12101896 0 0.166667
12030566:12109634 1 114.666667
12030566:12112046 1 25.866667
12030566:12112559 0 0.000000
12030566:12112719 7 13.850000
12030569:12097410 0 0.000000
12030569:12101254 1 3331.950000
12030569:12103550 0 0.000000
12030569:12104837 0 0.000000
12030569:12108655 0 0.000000
12030569:12109177 1 65.950000
12030569:12109470 8 1476.800000
12030570:12103508 0 0.000000
12030570:12104820 0 0.316667
12030570:12109671 0 0.000000
12030570:12110142 1 140.783333
12030572:12104829 0 0.000000
12030572:12108655 0 0.000000
12030572:12109628 1 41.116667
12030572:12109785 8 12.533333
12030574:12109983 1 46.916667
12030575:12089350 0 0.000000
12030575:12093061 6 22.616667
12030575:12101397 0 0.000000
12030575:12103703 0 0.000000
12030575:12104815 0 0.000000
12030575:12104826 0 0.000000
12030575:12109615 0 0.000000
12030575:12111760 1 0.350000
12030575:12112037 7 23.066667
12030575:12112550 1 17.616667
12030575:12112710 7 3.483333
12030577:12065674 12 7.316667
12030577:12110135 10 26.050000
12030577:12112035 8 218.966667
12030580:12103657 1 1696.550000
12030580:12104810 0 0.000000
12030580:12105100 0 0.350000
12030580:12109338 1 0.866667
12030580:12112705 0 0.416667
12030583:12109163 0 0.000000
12030583:12109974 4 3.033333
12030583:12112702 1 2.516667
12030602:12110595 0 0.000000
12030602:12110918 1 567.116667
12030602:12111692 0 0.000000
12030641:12102464 0 0.000000
12030646:12040789 0 0.000000
