uid	 有效聊天数12119178	1 
12119535	2 
12119067	2 
12116966	1 
12114742	2 
12118493	2 
12120262	1 
12119366	1 
12119623	2 
12120501	1 
12115045	1 
12118779	1 
12118917	1 
12118428	1 
12119896	1 
12120087	1 
12120600	1 
12119571	1 
12120363	2 
12120621	2 
12120698	2 
12119898	2 
12120789	2 
12119318	1 
12120189	2 
12120557	2 
12119290	1 
12119353	2 
12119219	1 
12116988	1 
12118336	2 
12119937	1 
12119373	1 
12120327	2 
12120653	3 
12119648	2 
12119961	2 
12118433	1 
12119763	1 
12120144	3 
12119073	1 
12117966	1 
12120751	1 
12118897	1 
12119309	4 
12119617	2 
12120543	1 
12119983	1 
12120447	1 
12119689	1 
12120445	1 
12120474	1 
12120519	1 
12120691	2 
12120052	2 
12120273	2 
12119383	1 
12115852	1 
12116501	2 
12118066	2 
12115447	1 
12120598	1 
12119347	2 
12119393	3 
12119496	2 
12119610	1 
12118613	1 
12118781	1 
12117807	1 
12119044	3 
12119258	1 
12119557	1 
12117350	2 
12118102	1 
12115232	1 
12119638	1 
12119807	1 
12116165	1 
12120296	2 
12120193	1 
12120467	1 
12119341	2 
12120472	1 
12114997	1 
12120131	1 
12118997	2 
12119236	1 
12119794	1 
12120173	2 
12119303	1 
12120761	1 
12120283	1 
12119527	2 
12119904	1 
12119975	2 
12118623	1 
12119279	1 
12120624	2 
12118958	1 
12118133	1 
12120824	1 
12119308	1 
12119233	1 
12119376	3 
12120477	4 
12120368	1 
12119451	2 
12117570	2 
12120649	2 
12119124	1 
12120739	1 
12120192	2 
12119553	2 
12120656	2 
12119791	1 
12119653	2 
12117327	2 
12120482	3 
12120748	2 
12120410	1 
12120555	2 
12120570	1 
12119984	1 
12120440	1 
12120534	1 
12119405	2 
12120245	2 
12120195	1 
12118843	2 
12119379	2 
12120826	4 
12120134	2 
12119427	1 
12119426	1 
12119489	2 
12119841	1 
12120780	1 
12119808	2 
12118984	1 
12119464	2 
12120287	1 
12114797	1 
12119365	2 
12119771	1 
12119397	1 
12120235	2 
12117415	1 
12120094	1 
12118962	1 
12120355	1 
12119106	1 
12120747	5 
12119673	2 
12118887	1 
12120015	1 
12119574	2 
12120177	2 
12119301	2 
12116065	1 
12048752	1 
12118691	1 
12091356	1 
12118674	1 
12119919	2 
12119722	3 
12120433	1 
12119913	1 
12118663	1 
12119399	1 
12119519	1 
12120778	2 
12120622	2 
12119895	1 
12119003	2 
12119240	2 
12118966	2 
12119461	2 
12120587	1 
12120450	1 
12120266	2 
12119019	1 
12118883	1 
12117978	2 
12120115	3 
12119371	2 
12118918	1 
12119925	1 
12120737	1 
12119769	2 
12120081	2 
12118965	1 
12119107	2 
12119883	2 
12117739	2 
12119833	2 
12120710	2 
12119083	1 
12119344	2 
12114035	1 
12120665	1 
12120415	1 
12118967	1 
12118900	1 
12120330	1 
12120204	1 
12119010	1 
12120469	2 
12120405	1 
12120109	2 
12119505	4 
12118445	1 
12119392	2 
12120387	2 
12119917	1 
12118547	2 
12119785	2 
12120200	2 
12120498	2 
12118614	1 
12120233	2 
12119071	1 
12119079	2 
12119213	1 
12120787	2 
12119310	1 
12118429	1 
12120755	2 
12119075	1 
12120391	4 
12119503	1 
12120054	1 
12119468	1 
12120424	1 
12120427	3 
12118214	1 
12120237	1 
12119345	1 
12120342	2 
12114944	1 
12119976	2 
12119409	1 
12120818	1 
12118983	1 
12120150	1 
12118089	4 
12120107	2 
12118993	2 
12120728	1 
12120221	2 
12119064	2 
12119004	1 
12120703	2 
12117136	2 
12119715	2 
12119938	1 
12120117	1 
12119591	1 
12117674	1 
12119748	1 
12119452	3 
12120463	2 
12120776	2 
12118919	2 
12118776	1 
12119879	1 
12119634	2 
12118898	1 
12120408	2 
12120742	1 
12062849	1 
12120462	1 
12120542	1 
12119402	2 
12119390	4 
12117373	1 
12117628	1 
12117094	1 
12120487	2 
12119536	2 
12119568	2 
12119563	1 
12119965	1 
12120549	3 
12120206	1 
12118739	2 
12120797	2 
12119126	2 
12119462	1 
12119912	2 
12119721	1 
12119097	1 
12120568	2 
12119839	2 
12119173	1 
12119592	1 
12119188	1 
12120305	2 
12119922	2 
12119533	2 
12119223	2 
12120059	2 
12119435	3 
12119385	2 
12120676	2 
12118953	1 
12114303	1 
12117830	1 
12119885	1 
12115928	1 
12119032	2 
12120562	2 
12120655	2 
12119063	2 
12120563	2 
12118904	2 
12118930	1 
12119584	2 
12116068	1 
12114747	1 
12120229	1 
12119507	4 
12119257	2 
12120773	2 
12119490	2 
12120804	1 
12119281	1 
12118978	2 
12119607	1 
12115726	2 
12119692	1 
12119939	2 
12119675	1 
12120270	1 
12120513	4 
12120401	1 
12118923	1 
12119471	2 
12120492	2 
12120736	4 
12119295	1 
12119212	4 
12119759	2 
12120416	3 
12118358	1 
12120187	1 
12119407	2 
12119197	2 
12116529	1 
12118387	1 
12119712	1 
12120175	1 
12120382	2 
12120357	2 
12120758	2 
12119858	1 
12119824	2 
12120164	2 
12118937	2 
12118991	2 
12119048	4 
12119320	2 
12118091	2 
12118471	2 
12119606	2 
12119849	2 
12120488	2 
12115087	1 
12120571	4 
12118938	1 
12120564	2 
12119988	2 
12119298	2 
12119829	2 
12115028	2 
12119705	2 
12119192	2 
12118728	1 
12119404	2 
12120194	2 
12119042	1 
12120291	3 
12114916	2 
12120711	2 
12120650	1 
12120663	2 
12119391	1 
12119691	2 
12119579	2 
12120680	2 
12119862	1 
12120540	1 
12118757	1 
12119045	1 
12119132	1 
12118302	1 
12119057	1 
12117660	1 
12120165	1 
12119989	1 
12118850	1 
12119670	2 
12118540	1 
12120738	2 
12119957	1 
12119229	1 
12119783	1 
12119235	2 
12120599	1 
12119537	1 
12120686	2 
12119006	1 
12116624	2 
12119996	2 
12120001	1 
12119718	1 
12118969	1 
12120366	2 
12120659	4 
12120733	1 
12119357	1 
12118367	2 
12120696	3 
12120045	3 
12118916	1 
12120615	1 
12120486	1 
12119946	1 
12120365	1 
12115416	2 
12119304	1 
12119948	2 
12119596	1 
12118056	2 
12120616	1 
12120402	2 
12120317	2 
12119884	2 
12119744	1 
12120388	2 
12119156	1 
12119142	1 
12120182	1 
12120478	1 
12119669	2 
12119061	1 
12118974	1 
12119978	2 
12120740	2 
12119902	2 
12118681	1 
12113007	1 
12119854	1 
12119971	1 
12120522	2 
12119998	1 
12120089	1 
12120677	1 
12120315	2 
12119924	3 
12119473	4 
12119478	2 
12119915	1 
12119757	3 
12120583	2 
12119590	1 
12119661	2 
12120035	2 
12119360	1 
12119612	1 
12117148	1 
12119743	1 
12118541	1 
12118506	2 
12119509	2 
12119087	2 
12119992	2 
12120043	1 
12115346	1 
12120793	3 
12098560	1 
12118434	1 
12119729	1 
12114507	1 
12120346	1 
12119513	2 
12120764	2 
12119564	1 
12119980	4 
12119962	1 
12120558	1 
12117961	1 
12117746	1 
12119990	4 
12119498	2 
12078267	1 
12119050	2 
12119024	1 
12119588	1 
12120732	2 
12120049	2 
12119770	1 
12120369	1 
12120623	1 
12120593	1 
12120277	1 
12118787	1 
12119820	1 
12120782	2 
12118554	1 
12118928	2 
12119558	3 
12120340	1 
12120784	2 
12119772	2 
12119038	1 
12120527	1 
12120620	1 
12120168	1 
12119518	2 
12119942	1 
12119284	2 
12120465	1 
12119668	2 
12119043	1 
12115915	1 
12120781	2 
12119782	1 
12116671	1 
12119843	1 
12119090	1 
12118512	4 
12119199	2 
12120304	1 
12120605	1 
12119787	2 
12100305	3 
12119656	1 
12119226	1 
12120373	2 
12120016	1 
12120454	2 
12119493	2 
12120532	1 
12119166	1 
12119465	1 
12120725	1 
12118935	1 
12120061	1 
12120643	1 
12120310	1 
12120594	2 
12120096	2 
12098208	1 
12119292	2 
12120641	1 
12118037	1 
12116858	1 
12120339	1 
12119900	1 
12120734	1 
12118996	1 
12120227	2 
12120708	1 
12119936	2 
12120749	2 
12116860	1 
12118906	1 
12119725	1 
12119927	1 
12120308	1 
12119425	2 
12118854	1 
12119000	1 
12119510	4 
12118912	2 
12119728	2 
12119412	1 
12119906	1 
12119449	1 
12120491	2 
12120139	2 
12120577	1 
12120354	1 
12118182	4 
12115961	1 
12118960	2 
12119485	2 
12119821	2 
12120744	2 
12120517	1 
12119297	1 
12119266	1 
12119099	2 
12119431	4 
12120604	2 
12118797	1 
12120530	2 
12120178	2 
12119440	1 
12120050	1 
