id	send_uid	recv_uid	cp_num	cp_cycle_day	created	updated
1727	12452732	12466153	39	2019-12-19	2019-12-19 16:52:13	2019-12-19 16:52:13
1728	10003	12466153	39	2019-12-19	2019-12-19 16:52:13	2019-12-19 16:52:13
1729	12458635	12466153	39	2019-12-19	2019-12-19 16:52:13	2019-12-19 16:52:13
1731	12466153	12466369	39	2019-12-19	2019-12-19 16:52:13	2019-12-19 16:52:13
1732	12463244	12466153	39	2019-12-19	2019-12-19 16:52:13	2019-12-19 16:52:13
1733	12357373	12459932	138	2019-12-19	2019-12-19 17:06:33	2019-12-19 17:07:00
1736	12389631	12424293	39	2019-12-19	2019-12-19 17:41:11	2019-12-19 17:41:11
1737	12402258	12424293	39	2019-12-19	2019-12-19 17:41:11	2019-12-19 17:41:11
1754	12352301	12401226	297	2019-12-19	2019-12-19 17:53:04	2019-12-21 00:39:41
1755	12397755	12401226	297	2019-12-19	2019-12-19 17:53:16	2019-12-20 18:59:10
1756	12388886	12401226	198	2019-12-19	2019-12-19 17:53:24	2019-12-19 21:36:37
1757	12401226	12405484	99	2019-12-19	2019-12-19 17:53:35	2019-12-19 17:53:35
1758	12463368	12463823	177	2019-12-19	2019-12-19 18:29:58	2019-12-20 20:47:00
1764	12401226	12434309	99	2019-12-19	2019-12-19 18:36:16	2019-12-19 18:36:16
1765	12401226	12464392	396	2019-12-19	2019-12-19 18:37:09	2019-12-20 18:03:06
1766	12462606	12463823	294	2019-12-19	2019-12-19 18:40:44	2019-12-25 19:07:47
1767	12462584	12463823	630	2019-12-19	2019-12-19 18:44:25	2019-12-24 22:33:26
1771	12386048	12462548	198	2019-12-19	2019-12-19 19:16:07	2019-12-19 19:16:21
1773	12462548	12463823	99	2019-12-19	2019-12-19 19:34:37	2019-12-19 19:34:37
1774	12462587	12464740	99	2019-12-19	2019-12-19 20:04:16	2019-12-19 20:04:16
1775	12409083	12466071	99	2019-12-19	2019-12-19 20:44:24	2019-12-19 20:44:24
1776	12366771	12409083	99	2019-12-19	2019-12-19 20:45:00	2019-12-19 20:45:00
1777	12462584	12464740	732	2019-12-19	2019-12-19 20:56:14	2019-12-19 20:58:44
1786	12123923	12459932	156	2019-12-19	2019-12-19 21:09:50	2019-12-19 21:10:15
1788	12400530	12459932	117	2019-12-19	2019-12-19 21:10:01	2019-12-19 21:10:15
1791	12339007	12459932	39	2019-12-19	2019-12-19 21:10:06	2019-12-19 21:10:06
1794	12401226	12459045	99	2019-12-19	2019-12-19 21:27:56	2019-12-19 21:27:56
1795	12460186	12466153	138	2019-12-19	2019-12-19 21:29:56	2019-12-20 05:37:59
1797	12460416	12467326	99	2019-12-19	2019-12-19 21:44:43	2019-12-19 21:44:43
1798	12099947	12459932	78	2019-12-19	2019-12-19 22:14:27	2019-12-19 22:14:32
1799	12368885	12459932	78	2019-12-19	2019-12-19 22:14:32	2019-12-21 23:27:54
